age,job,marital,education,balance,contact,campaign,previous,poutcome,purchase_product,purchase_service
50,technician,married,primary,42386,telephone,10,0,success,1,0
39,admin,married,tertiary,44287,cellular,21,6,failure,1,0
38,technician,married,tertiary,19188,unknown,1,8,failure,0,1
23,blue-collar,married,primary,30596,cellular,18,9,success,0,0
23,technician,single,secondary,25772,cellular,4,4,unknown,1,0
21,technician,divorced,secondary,28857,unknown,5,1,unknown,0,1
47,technician,single,tertiary,8776,cellular,9,9,failure,0,1
28,admin,single,primary,30835,telephone,27,5,success,0,1
47,technician,single,secondary,7788,telephone,17,6,success,0,1
48,admin,married,secondary,3660,telephone,3,1,failure,1,0
41,management,married,tertiary,2478,cellular,16,1,unknown,0,0
26,blue-collar,married,secondary,6210,telephone,5,9,success,0,1
20,admin,divorced,primary,8922,telephone,16,9,unknown,0,0
48,management,single,tertiary,34289,telephone,3,0,unknown,0,1
57,admin,divorced,tertiary,31340,telephone,20,3,failure,0,0
54,admin,married,primary,37850,telephone,15,6,failure,0,0
53,blue-collar,divorced,tertiary,36163,telephone,3,8,unknown,0,0
41,services,single,secondary,46175,cellular,20,2,success,0,1
48,services,single,secondary,16642,telephone,14,6,success,0,0
23,admin,married,primary,9094,telephone,16,6,failure,0,0
19,technician,married,secondary,20423,unknown,29,6,unknown,0,0
37,management,divorced,primary,31418,cellular,29,1,success,0,1
45,technician,married,primary,3741,cellular,17,5,success,1,0
28,technician,married,secondary,44049,cellular,28,1,failure,0,0
21,admin,single,primary,4838,cellular,24,5,unknown,0,0
32,admin,married,secondary,49739,telephone,20,9,success,0,1
23,admin,married,tertiary,1262,telephone,23,2,failure,1,0
47,admin,single,tertiary,48490,unknown,18,1,success,0,0
55,services,single,primary,2996,unknown,18,5,success,1,0
19,admin,divorced,secondary,42594,cellular,22,1,success,0,0
32,services,married,secondary,20164,unknown,14,4,failure,1,1
28,services,single,tertiary,33595,unknown,18,1,unknown,1,0
25,admin,divorced,tertiary,28257,cellular,15,2,failure,0,1
43,blue-collar,divorced,secondary,12211,cellular,15,2,unknown,0,1
62,management,married,primary,28453,unknown,6,5,success,0,0
61,technician,married,tertiary,3232,telephone,27,5,unknown,0,1
22,services,divorced,primary,217,unknown,15,9,success,0,1
23,management,single,primary,22229,unknown,18,2,success,0,1
43,blue-collar,divorced,tertiary,12232,telephone,4,2,failure,0,0
21,technician,married,primary,23613,telephone,23,0,success,0,0
36,technician,single,primary,12026,cellular,8,6,failure,0,0
37,services,single,secondary,26554,cellular,15,7,unknown,0,1
50,admin,divorced,primary,28908,unknown,3,1,unknown,0,0
37,blue-collar,married,secondary,17610,telephone,15,3,success,1,0
29,services,divorced,tertiary,44646,cellular,13,9,failure,0,0
64,blue-collar,divorced,tertiary,37605,unknown,9,6,success,1,0
18,admin,divorced,secondary,5031,telephone,2,7,failure,0,0
43,admin,single,tertiary,45574,unknown,24,0,failure,0,0
31,services,single,primary,23515,cellular,8,3,failure,0,0
55,admin,married,primary,34484,cellular,29,5,unknown,0,1
54,management,married,primary,34182,telephone,20,2,failure,1,0
28,technician,divorced,tertiary,48600,unknown,17,4,unknown,0,1
53,services,divorced,primary,-1430,telephone,13,9,failure,0,0
30,blue-collar,divorced,tertiary,30254,cellular,1,8,unknown,1,0
60,management,married,primary,17288,cellular,2,2,unknown,0,1
20,services,single,secondary,11288,unknown,15,4,unknown,1,1
50,admin,single,tertiary,27877,unknown,12,7,success,1,0
23,admin,divorced,tertiary,16889,unknown,14,5,failure,0,1
27,admin,divorced,primary,-1083,telephone,25,3,success,0,1
22,admin,divorced,tertiary,8066,unknown,29,7,failure,0,1
40,blue-collar,divorced,tertiary,27504,unknown,2,2,failure,0,0
27,management,married,secondary,4982,cellular,18,2,success,0,0
61,technician,single,secondary,37104,cellular,22,3,unknown,1,1
19,blue-collar,divorced,primary,16062,unknown,7,8,failure,1,1
